instant_daily,date,season_daily,year_daily,month_daily,holiday_daily,weekday_daily,workingday_daily,weather_daily,temp_daily,atemp_daily,humidity_daily,windspeed_daily,nonmember_daily,member_daily,total_count_daily,instant_hourly,season_hourly,year_hourly,month_hourly,hour,holiday_hourly,weekday_hourly,workingday_hourly,weather_hourly,temp_hourly,atemp_hourly,humidity_hourly,windspeed_hourly,nonmember_hourly,member_hourly,total_count_hourly
80,2011-03-21,Summer,2011,Mar,No,Tuesday,Yes,Mist,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1824,Summer,2011,Mar,16:00 - 20:00,No,Tuesday,Yes,Mist,22.14,25.759999999999998,64.0,16.997899999999998,41,231,272
80,2011-03-21,Summer,2011,Mar,No,Tuesday,Yes,Mist,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1825,Summer,2011,Mar,16:00 - 20:00,No,Tuesday,Yes,Mist,21.32,25.0,72.0,15.001299999999999,44,232,276
80,2011-03-21,Summer,2011,Mar,No,Tuesday,Yes,Mist,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1826,Summer,2011,Mar,16:00 - 20:00,No,Tuesday,Yes,Clear,23.779999999999998,27.275,60.0,27.999299999999998,22,199,221
80,2011-03-21,Summer,2011,Mar,No,Tuesday,Yes,Mist,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1827,Summer,2011,Mar,20:00 - 00:00,No,Tuesday,Yes,Clear,22.96,26.515,64.0,12.998000000000001,16,106,122
80,2011-03-21,Summer,2011,Mar,No,Tuesday,Yes,Mist,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1828,Summer,2011,Mar,20:00 - 00:00,No,Tuesday,Yes,Clear,18.86,22.725,94.0,12.998000000000001,12,79,91
80,2011-03-21,Summer,2011,Mar,No,Tuesday,Yes,Mist,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1829,Summer,2011,Mar,20:00 - 00:00,No,Tuesday,Yes,Clear,18.86,22.725,88.0,15.001299999999999,18,60,78
80,2011-03-21,Summer,2011,Mar,No,Tuesday,Yes,Mist,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1830,Summer,2011,Mar,20:00 - 00:00,No,Tuesday,Yes,Clear,18.86,22.725,88.0,6.0032,8,22,30
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1831,Summer,2011,Mar,00:00 - 04:00,No,Wednesday,Yes,Clear,18.86,22.725,88.0,12.998000000000001,4,7,11
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1832,Summer,2011,Mar,00:00 - 04:00,No,Wednesday,Yes,Clear,17.22,21.21,100.0,8.9981,6,13,19
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1833,Summer,2011,Mar,00:00 - 04:00,No,Wednesday,Yes,Clear,18.04,21.97,94.0,6.0032,0,1,1
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1834,Summer,2011,Mar,00:00 - 04:00,No,Wednesday,Yes,Clear,18.04,21.97,82.0,15.001299999999999,3,2,5
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1835,Summer,2011,Mar,04:00 - 08:00,No,Wednesday,Yes,Mist,17.22,21.21,82.0,11.0014,0,1,1
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1836,Summer,2011,Mar,04:00 - 08:00,No,Wednesday,Yes,Mist,16.400000000000002,20.455000000000002,87.0,8.9981,1,11,12
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1837,Summer,2011,Mar,04:00 - 08:00,No,Wednesday,Yes,Clear,16.400000000000002,20.455000000000002,87.0,16.997899999999998,2,58,60
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1838,Summer,2011,Mar,04:00 - 08:00,No,Wednesday,Yes,Mist,16.400000000000002,20.455000000000002,76.0,7.0015,4,132,136
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1839,Summer,2011,Mar,08:00 - 12:00,No,Wednesday,Yes,Mist,16.400000000000002,20.455000000000002,57.99999999999999,19.999499999999998,24,312,336
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1840,Summer,2011,Mar,08:00 - 12:00,No,Wednesday,Yes,Mist,16.400000000000002,20.455000000000002,57.99999999999999,31.0009,19,159,178
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1841,Summer,2011,Mar,08:00 - 12:00,No,Wednesday,Yes,Mist,18.04,21.97,54.0,19.999499999999998,29,95,124
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1842,Summer,2011,Mar,08:00 - 12:00,No,Wednesday,Yes,Clear,18.04,21.97,51.0,22.0028,22,64,86
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1843,Summer,2011,Mar,12:00 - 16:00,No,Wednesday,Yes,Clear,18.86,22.725,47.0,16.997899999999998,35,86,121
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1844,Summer,2011,Mar,12:00 - 16:00,No,Wednesday,Yes,Clear,20.5,24.240000000000002,45.0,15.001299999999999,21,85,106
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1845,Summer,2011,Mar,12:00 - 16:00,No,Wednesday,Yes,Clear,20.5,24.240000000000002,42.0,22.0028,30,71,101
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1846,Summer,2011,Mar,12:00 - 16:00,No,Wednesday,Yes,Clear,20.5,24.240000000000002,42.0,15.001299999999999,55,79,134
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1847,Summer,2011,Mar,16:00 - 20:00,No,Wednesday,Yes,Clear,20.5,24.240000000000002,42.0,7.0015,40,125,165
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1848,Summer,2011,Mar,16:00 - 20:00,No,Wednesday,Yes,Clear,20.5,24.240000000000002,42.0,7.0015,42,265,307
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1849,Summer,2011,Mar,16:00 - 20:00,No,Wednesday,Yes,Clear,19.68,23.485,44.0,6.0032,41,271,312
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1850,Summer,2011,Mar,16:00 - 20:00,No,Wednesday,Yes,Mist,18.04,21.97,54.0,16.997899999999998,22,142,164
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1851,Summer,2011,Mar,20:00 - 00:00,No,Wednesday,Yes,Mist,18.04,21.97,54.0,23.9994,19,116,135
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1852,Summer,2011,Mar,20:00 - 00:00,No,Wednesday,Yes,Mist,17.22,21.21,54.0,19.0012,24,63,87
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1853,Summer,2011,Mar,20:00 - 00:00,No,Wednesday,Yes,Mist,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,13,57,70
81,2011-03-22,Summer,2011,Mar,No,Wednesday,Yes,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1854,Summer,2011,Mar,20:00 - 00:00,No,Wednesday,Yes,Mist,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,4,28,32
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1855,Summer,2011,Mar,00:00 - 04:00,No,Thursday,Yes,Light Rain,14.76,17.424999999999997,71.0,15.001299999999999,3,8,11
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1856,Summer,2011,Mar,00:00 - 04:00,No,Thursday,Yes,Light Rain,13.940000000000001,15.909999999999998,76.0,15.001299999999999,0,7,7
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1857,Summer,2011,Mar,00:00 - 04:00,No,Thursday,Yes,Light Rain,13.940000000000001,15.909999999999998,76.0,15.001299999999999,1,1,2
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1858,Summer,2011,Mar,00:00 - 04:00,No,Thursday,Yes,Mist,13.940000000000001,15.909999999999998,76.0,16.997899999999998,0,3,3
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1859,Summer,2011,Mar,04:00 - 08:00,No,Thursday,Yes,Light Rain,13.120000000000001,15.909999999999998,87.0,12.998000000000001,0,10,10
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1860,Summer,2011,Mar,04:00 - 08:00,No,Thursday,Yes,Mist,13.940000000000001,15.909999999999998,87.0,16.997899999999998,1,43,44
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1861,Summer,2011,Mar,04:00 - 08:00,No,Thursday,Yes,Mist,13.120000000000001,15.15,93.0,15.001299999999999,7,111,118
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1862,Summer,2011,Mar,08:00 - 12:00,No,Thursday,Yes,Mist,13.120000000000001,15.909999999999998,87.0,12.998000000000001,14,247,261
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1863,Summer,2011,Mar,08:00 - 12:00,No,Thursday,Yes,Mist,13.120000000000001,15.15,81.0,16.997899999999998,8,174,182
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1864,Summer,2011,Mar,08:00 - 12:00,No,Thursday,Yes,Mist,13.940000000000001,15.909999999999998,81.0,19.0012,15,60,75
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1865,Summer,2011,Mar,08:00 - 12:00,No,Thursday,Yes,Mist,13.940000000000001,16.665,87.0,12.998000000000001,18,53,71
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1866,Summer,2011,Mar,12:00 - 16:00,No,Thursday,Yes,Mist,13.940000000000001,15.909999999999998,87.0,15.001299999999999,14,73,87
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1867,Summer,2011,Mar,12:00 - 16:00,No,Thursday,Yes,Light Rain,13.940000000000001,16.665,87.0,8.9981,14,94,108
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1868,Summer,2011,Mar,12:00 - 16:00,No,Thursday,Yes,Mist,14.76,18.18,87.0,7.0015,13,71,84
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1869,Summer,2011,Mar,12:00 - 16:00,No,Thursday,Yes,Mist,15.58,19.695,82.0,15.001299999999999,11,74,85
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1870,Summer,2011,Mar,16:00 - 20:00,No,Thursday,Yes,Mist,16.400000000000002,20.455000000000002,76.0,15.001299999999999,13,123,136
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1871,Summer,2011,Mar,16:00 - 20:00,No,Thursday,Yes,Mist,16.400000000000002,20.455000000000002,76.0,15.001299999999999,28,245,273
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1872,Summer,2011,Mar,16:00 - 20:00,No,Thursday,Yes,Light Rain,15.58,19.695,82.0,16.997899999999998,20,218,238
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1873,Summer,2011,Mar,16:00 - 20:00,No,Thursday,Yes,Light Rain,15.58,19.695,82.0,16.997899999999998,12,147,159
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1874,Summer,2011,Mar,20:00 - 00:00,No,Thursday,Yes,Light Rain,14.76,15.15,87.0,43.000600000000006,3,72,75
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1875,Summer,2011,Mar,20:00 - 00:00,No,Thursday,Yes,Light Rain,13.120000000000001,14.395,100.0,27.999299999999998,0,22,22
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1876,Summer,2011,Mar,20:00 - 00:00,No,Thursday,Yes,Mist,13.120000000000001,15.909999999999998,93.0,11.0014,6,38,44
82,2011-03-23,Summer,2011,Mar,No,Thursday,Yes,Mist,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1877,Summer,2011,Mar,20:00 - 00:00,No,Thursday,Yes,Light Rain,13.120000000000001,16.665,90.0,0.0,2,24,26
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1878,Summer,2011,Mar,00:00 - 04:00,No,Friday,Yes,Mist,13.120000000000001,15.15,93.0,15.001299999999999,0,11,11
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1879,Summer,2011,Mar,00:00 - 04:00,No,Friday,Yes,Mist,12.299999999999999,14.395,100.0,15.001299999999999,0,3,3
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1880,Summer,2011,Mar,00:00 - 04:00,No,Friday,Yes,Mist,12.299999999999999,14.395,100.0,16.997899999999998,0,6,6
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1881,Summer,2011,Mar,00:00 - 04:00,No,Friday,Yes,Mist,11.48,13.635,100.0,12.998000000000001,1,0,1
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1882,Summer,2011,Mar,04:00 - 08:00,No,Friday,Yes,Mist,11.48,13.635,100.0,12.998000000000001,0,1,1
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1883,Summer,2011,Mar,04:00 - 08:00,No,Friday,Yes,Mist,11.48,13.635,93.0,15.001299999999999,1,8,9
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1884,Summer,2011,Mar,04:00 - 08:00,No,Friday,Yes,Mist,11.48,13.635,93.0,15.001299999999999,0,41,41
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1885,Summer,2011,Mar,04:00 - 08:00,No,Friday,Yes,Light Rain,10.66,12.879999999999999,100.0,15.001299999999999,2,106,108
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1886,Summer,2011,Mar,08:00 - 12:00,No,Friday,Yes,Light Rain,10.66,11.365,100.0,19.999499999999998,4,120,124
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1887,Summer,2011,Mar,08:00 - 12:00,No,Friday,Yes,Mist,10.66,12.879999999999999,93.0,15.001299999999999,3,94,97
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1888,Summer,2011,Mar,08:00 - 12:00,No,Friday,Yes,Mist,10.66,11.365,93.0,22.0028,10,55,65
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1889,Summer,2011,Mar,08:00 - 12:00,No,Friday,Yes,Mist,12.299999999999999,13.635,81.0,19.999499999999998,10,61,71
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1890,Summer,2011,Mar,12:00 - 16:00,No,Friday,Yes,Mist,12.299999999999999,13.635,70.0,22.0028,12,82,94
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1891,Summer,2011,Mar,12:00 - 16:00,No,Friday,Yes,Mist,13.120000000000001,15.15,70.0,15.001299999999999,11,90,101
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1892,Summer,2011,Mar,12:00 - 16:00,No,Friday,Yes,Mist,12.299999999999999,15.15,70.0,8.9981,17,66,83
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1893,Summer,2011,Mar,12:00 - 16:00,No,Friday,Yes,Mist,12.299999999999999,14.395,70.0,16.997899999999998,13,77,90
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1894,Summer,2011,Mar,16:00 - 20:00,No,Friday,Yes,Mist,12.299999999999999,14.395,65.0,15.001299999999999,6,78,84
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1895,Summer,2011,Mar,16:00 - 20:00,No,Friday,Yes,Mist,12.299999999999999,14.395,70.0,15.001299999999999,12,221,233
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1896,Summer,2011,Mar,16:00 - 20:00,No,Friday,Yes,Mist,12.299999999999999,13.635,61.0,19.999499999999998,17,197,214
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1897,Summer,2011,Mar,16:00 - 20:00,No,Friday,Yes,Clear,12.299999999999999,13.635,56.00000000000001,26.0027,16,122,138
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1898,Summer,2011,Mar,20:00 - 00:00,No,Friday,Yes,Clear,11.48,12.879999999999999,61.0,19.0012,8,110,118
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1899,Summer,2011,Mar,20:00 - 00:00,No,Friday,Yes,Clear,10.66,12.879999999999999,65.0,15.001299999999999,11,67,78
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1900,Summer,2011,Mar,20:00 - 00:00,No,Friday,Yes,Clear,10.66,12.879999999999999,65.0,11.0014,3,59,62
83,2011-03-24,Summer,2011,Mar,No,Friday,Yes,Mist,0.285,0.270833,0.805833,0.243787,166,1699,1865,1901,Summer,2011,Mar,20:00 - 00:00,No,Friday,Yes,Clear,9.84,11.365,65.0,12.998000000000001,9,24,33
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1902,Summer,2011,Mar,00:00 - 04:00,No,Saturday,Yes,Clear,9.84,11.365,60.0,12.998000000000001,1,17,18
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1903,Summer,2011,Mar,00:00 - 04:00,No,Saturday,Yes,Clear,8.200000000000001,10.605,69.0,11.0014,0,5,5
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1904,Summer,2011,Mar,00:00 - 04:00,No,Saturday,Yes,Clear,8.200000000000001,9.85,69.0,15.001299999999999,0,5,5
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1905,Summer,2011,Mar,00:00 - 04:00,No,Saturday,Yes,Clear,8.200000000000001,11.365,69.0,7.0015,0,2,2
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1906,Summer,2011,Mar,04:00 - 08:00,No,Saturday,Yes,Clear,7.38,10.605,74.0,7.0015,3,2,5
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1907,Summer,2011,Mar,04:00 - 08:00,No,Saturday,Yes,Clear,7.38,9.85,74.0,11.0014,0,9,9
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1908,Summer,2011,Mar,04:00 - 08:00,No,Saturday,Yes,Clear,7.38,9.09,74.0,15.001299999999999,0,32,32
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1909,Summer,2011,Mar,04:00 - 08:00,No,Saturday,Yes,Clear,8.200000000000001,9.09,59.0,23.9994,4,100,104
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1910,Summer,2011,Mar,08:00 - 12:00,No,Saturday,Yes,Clear,9.02,10.605,51.0,19.0012,9,228,237
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1911,Summer,2011,Mar,08:00 - 12:00,No,Saturday,Yes,Clear,9.84,10.605,48.0,19.999499999999998,16,150,166
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1912,Summer,2011,Mar,08:00 - 12:00,No,Saturday,Yes,Clear,10.66,12.879999999999999,48.0,0.0,15,53,68
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1913,Summer,2011,Mar,08:00 - 12:00,No,Saturday,Yes,Clear,12.299999999999999,14.395,45.0,19.0012,17,58,75
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1914,Summer,2011,Mar,12:00 - 16:00,No,Saturday,Yes,Clear,13.120000000000001,15.15,42.0,16.997899999999998,37,108,145
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1915,Summer,2011,Mar,12:00 - 16:00,No,Saturday,Yes,Clear,13.120000000000001,15.909999999999998,39.0,12.998000000000001,34,104,138
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1916,Summer,2011,Mar,12:00 - 16:00,No,Saturday,Yes,Clear,14.76,16.665,32.0,22.0028,30,103,133
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1917,Summer,2011,Mar,12:00 - 16:00,No,Saturday,Yes,Mist,13.940000000000001,15.909999999999998,36.0,16.997899999999998,43,79,122
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1918,Summer,2011,Mar,16:00 - 20:00,No,Saturday,Yes,Mist,13.940000000000001,15.15,34.0,19.999499999999998,23,127,150
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1919,Summer,2011,Mar,16:00 - 20:00,No,Saturday,Yes,Mist,13.120000000000001,14.395,36.0,23.9994,23,202,225
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1920,Summer,2011,Mar,16:00 - 20:00,No,Saturday,Yes,Clear,12.299999999999999,14.395,39.0,16.997899999999998,8,190,198
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1921,Summer,2011,Mar,16:00 - 20:00,No,Saturday,Yes,Mist,12.299999999999999,14.395,36.0,19.0012,9,126,135
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1922,Summer,2011,Mar,20:00 - 00:00,No,Saturday,Yes,Mist,12.299999999999999,15.15,39.0,8.9981,6,75,81
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1923,Summer,2011,Mar,20:00 - 00:00,No,Saturday,Yes,Mist,12.299999999999999,15.15,39.0,11.0014,11,64,75
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1924,Summer,2011,Mar,20:00 - 00:00,No,Saturday,Yes,Mist,11.48,12.879999999999999,38.0,22.0028,3,40,43
84,2011-03-25,Summer,2011,Mar,No,Saturday,Yes,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,1925,Summer,2011,Mar,20:00 - 00:00,No,Saturday,Yes,Mist,10.66,12.120000000000001,38.0,19.0012,8,31,39
85,2011-03-26,Summer,2011,Mar,No,Sunday,No,Clear,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1926,Summer,2011,Mar,00:00 - 04:00,No,Sunday,No,Mist,10.66,12.120000000000001,38.0,19.0012,3,25,28
85,2011-03-26,Summer,2011,Mar,No,Sunday,No,Clear,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1927,Summer,2011,Mar,00:00 - 04:00,No,Sunday,No,Clear,10.66,11.365,38.0,19.999499999999998,3,24,27
85,2011-03-26,Summer,2011,Mar,No,Sunday,No,Clear,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1928,Summer,2011,Mar,00:00 - 04:00,No,Sunday,No,Clear,9.02,10.605,44.0,15.001299999999999,4,21,25
